"","reference_no","pubyr","author1last","author2last","reftitle","doi","publication_type","complete_aff","grid_code","samp_country","aff_country1","aff_country2","aff_country3","aff_country4","aff_country5","aff_country6","aff_country7","aff_country8","aff_country9","aff_country10","aff_country11","aff_country12","aff_country13","aff_country14","aff_country15","aff_country16"
"6469","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","Ukraine","Unknown","","","","","","","","","","","","","","",""
"6470","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"6471","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","Italy","Unknown","","","","","","","","","","","","","","",""
"6472","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","Mexico","Unknown","","","","","","","","","","","","","","",""
"6473","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","Hungary","Unknown","","","","","","","","","","","","","","",""
"6474","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","Indonesia","Unknown","","","","","","","","","","","","","","",""
"6475","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","Ethiopia","Unknown","","","","","","","","","","","","","","",""
"6476","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"6477","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","Bulgaria","Unknown","","","","","","","","","","","","","","",""
"6478","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","France","Unknown","","","","","","","","","","","","","","",""
"6479","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","Greece","Unknown","","","","","","","","","","","","","","",""
"6480","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","Jamaica","Unknown","","","","","","","","","","","","","","",""
"6481","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","Serbia","Unknown","","","","","","","","","","","","","","",""
"6482","30659",2009,"Baron-Szabo","","Taxonomic opinions on Cretaceous corals","","",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"6485","50613",2009,"Basso","Bracchi","The Oligocene coral and red algae reef of Maddalena (Sassellino, Savona)","","journal article",NA,"","Italy","Unknown","","","","","","","","","","","","","","",""
"6497","47242",2009,"Bertero","","First record of Malayaspira Kobayashi, 1958 (Mollusca, Gastropoda) in the Lower-Middle Ordovician San Juan Formation, Argentine Precordillera","","journal article",NA,"","Argentina","Unknown","","","","","","","","","","","","","","",""
"6544","47626",2009,"Cheng","Shen","A new fossil spider of the Philodromidae from the Yixian Formation of western Liaoning province, China (Arachnida, Araneae)","","journal article",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"6603","41282",2009,"Dundas","Kottachchi","Platygonus cf. P. vetus from the middle Pleistocene (late Irvingtonian) Fairmead Landfill locality, Madera County, California","","abstract",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"6608","43999",2009,"Eaton","","Cenomanian (Late Cretaceous) mammals from Cedar Canyon, southwestern Utah, and a revision of Cenomanian Alphadon-like marsupials","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"6625","42279",2009,"Ergaliev","","Cambrian Malyy Karatau Range, Kazakhstan","","guidebook",NA,"","Kazakhstan","Unknown","","","","","","","","","","","","","","",""
"6633","37820",2009,"Evans","Manabe","The Early Cretaceous lizards of Eastern Asia: new material of Sakurasaurus from Japan","","journal article",NA,"","Japan","Unknown","","","","","","","","","","","","","","",""
"6650","29544",2009,"Fordyce","Roberts","Fossil Pinnipedia and Cetacea","","book/book chapter",NA,"","New Zealand","Unknown","","","","","","","","","","","","","","",""
"6654","29992",2009,"Freiheit","Geary","Neogene Paleontology of the Northern Dominican Republic. 23. Strombid Gastropods (Genera Strombus and Lobatus; Mollusca: Gastropoda: Strombidae) of the Cibao Valley","","serial monograph",NA,"","Dominican Republic","Unknown","","","","","","","","","","","","","","",""
"6655","73439",2009,"Fremd","Whistler","Preliminary description of a new microvertebrate assemblage from the Arikareean (early Miocene) John Day Formation, central Oregon","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"6671","41514",2009,"Garassino","Artal","New report of decapod macrurans from the Eocene of Catalonia and Argon","","journal article","","","Spain","Unknown","","","","","","","","","","","","","","",""
"6699","34884",2009,"Grady","Hubbard","Fossil Mammals From Island Ford Cave, Virginia, USA","","abstract",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"6714","52317",2009,"Hao","Ren","Middle Jurassic Protopleciidae from Daohougou, Inner Mongolia, China (Insecta, Diptera)","","journal article",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"6715","55962",2009,"Hao","Dong","Middle Jurassic Eoptychopteridae from Daohugou, Inner Mongolia, China (Insecta, Diptera, Eoptychopteridae)","","journal article",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"6732","54163",2009,"Hayashi","Yahiro","Middle Pleistocene fossil insects from the Nogami Formation of Kokonoe, Oita Prefecture, Kyushu, Japan","","journal article",NA,"","Japan","Unknown","","","","","","","","","","","","","","",""
"6793","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","Japan","Unknown","","","","","","","","","","","","","","",""
"6794","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","United Arab Emirates","Unknown","","","","","","","","","","","","","","",""
"6795","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"6796","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","New Zealand","Unknown","","","","","","","","","","","","","","",""
"6797","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","Mexico","Unknown","","","","","","","","","","","","","","",""
"6798","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","Israel","Unknown","","","","","","","","","","","","","","",""
"6799","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","Madagascar","Unknown","","","","","","","","","","","","","","",""
"6800","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"6801","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"6802","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","France","Unknown","","","","","","","","","","","","","","",""
"6803","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","Greece","Unknown","","","","","","","","","","","","","","",""
"6804","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","Dominican Republic","Unknown","","","","","","","","","","","","","","",""
"6805","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"6806","30388",2009,"Kiessling","","Taxonomic vetting of messy data in the Paleobiology Database","","",NA,"","Ethiopia","Unknown","","","","","","","","","","","","","","",""
"6813","69954",2009,"Klausnitzer","","Bemerkungen zu rezenten und fossilen Larven (Bernstein) der Gattung Brachypsectra LeConte (Coleoptera, Brachypsectridae)","","journal article",NA,"","Dominican Republic","Unknown","","","","","","","","","","","","","","",""
"6814","69954",2009,"Klausnitzer","","Bemerkungen zu rezenten und fossilen Larven (Bernstein) der Gattung Brachypsectra LeConte (Coleoptera, Brachypsectridae)","","journal article",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"6819","53401",2009,"Komarov","Sannikova","First record of Pygites Buckman (Terebratulida, Brachiopoda) in the Mountain Crimea","","journal article",NA,"","Ukraine","Unknown","","","","","","","","","","","","","","",""
"6841","51817",2009,"Krzemiska","Krzemiski","","","book",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"6842","51817",2009,"Krzemiska","Krzemiski","","","book",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
"6843","51817",2009,"Krzemiska","Krzemiski","","","book",NA,"","Kazakhstan","Unknown","","","","","","","","","","","","","","",""
"6844","51817",2009,"Krzemiska","Krzemiski","","","book",NA,"","Mongolia","Unknown","","","","","","","","","","","","","","",""
"6845","51817",2009,"Krzemiska","Krzemiski","","","book",NA,"","Poland","Unknown","","","","","","","","","","","","","","",""
"6846","51817",2009,"Krzemiska","Krzemiski","","","book",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"6847","51817",2009,"Krzemiska","Krzemiski","","","book",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"6863","36521",2009,"Landau","Marques da Silva","The Early Pliocene Gastropoda (Mollusca) of Estepona, Southern Spain. Part 8: Nassariidae","","serial monograph",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"6878","30267",2009,"Liebrecht","MÃƒÂ¼ller","Mesosaurid specimens in the collections of the Museum fÃƒÂ¼r Naturkunde Berlin","","",NA,"","Brazil","Unknown","","","","","","","","","","","","","","",""
"6907","70575",2009,"Markevich","Bugdaeva","Palynoflora of Wulaga dinosaur site in Jiayin (Zeya-Bureya Basin, China)","10.3969/j.issn.1673-9736.2009.03.01","journal article",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"6911","57266",2009,"Martin","Pagnac","A Vertebrate Assemblage From the Miocene Rattlesnake Ridge Member of the Ellensburg Formation, Central Washington","","book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"6917","44416",2009,"Mathews","Williams","The Hanksville-Burpee Quarry: new insights into a sauropod dominated bonebed in the Morrison Formation of eastern Utah","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"6928","51274",2009,"Michelsen","","Hoffeinsmyiidae, a new extinct family of Schizophora (Diptera) from Baltic amber","","journal article",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"6958","47760",2009,"Ng","Shih","Crustacean Fauna of Taiwan: Brachyuran Crabs, Volume I- Carcinology in Taiwan and Dromiacea, Raninoida, Cyclodorippoida","","book",NA,"","Taiwan","Unknown","","","","","","","","","","","","","","",""
"6967","33388",2009,"Ortega","Fordyce","Early Miocene dolphins form Awamoa Beach, North Otago","","abstract",NA,"","New Zealand","Unknown","","","","","","","","","","","","","","",""
"6986","53966",2009,"Perkovsky","","Novyy vid roda Prionochaeta (Coleoptera, Leiodidae, Cholevinae) iz Rovenskogo yantarya","","journal article",NA,"","Ukraine","Unknown","","","","","","","","","","","","","","",""
"7000","36108",2009,"Pol","Rauhut","Skull anatomy of a new basal eusauropod from the CaÃƒÂ±adÃƒÂ³n Asfalto Formation (Middle Jurassic) of central Patagonia","","journal article",NA,"","Argentina","Unknown","","","","","","","","","","","","","","",""
"7027","29420",2009,"Roniewicz","","Opinions on Triassic-Jurassic corals","","",NA,"","Slovenia","Unknown","","","","","","","","","","","","","","",""
"7063","37780",2009,"Senowbari-Daryan","Bernecker","Carnian (Upper Triassic) reef biota from limestone blocks of different tectonic settings in the Oman Mountains","","journal article",NA,"","Oman","Unknown","","","","","","","","","","","","","","",""
"7114","54072",2009,"Tan","Ren","","","book",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"7129","73160",2009,"Ubilla","Perea","Pleistocene mammals from Uruguay: Biostratigraphic, biogeographic and environmental connotations","","book chapter",NA,"","Uruguay","Unknown","","","","","","","","","","","","","","",""
"7139","70448",2009,"Vasileiadou","Sylvestrou","","","journal article",NA,"","Greece","Unknown","","","","","","","","","","","","","","",""
"7169","53393",2009,"Westgate","","First records of two large land mammals in middle Eocene coastal plain strata of Texas","","abstract",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"7172","40359",2009,"Wichard","GrÃƒÂ¶hn","","","book",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"7175","53489",2009,"Williams","","Neogene herpetofaunas from Louisiana, USA and their biogeographical and paleoenvironmental significance","","abstract",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"7188","41500",2009,"Yang","Fu","Trilobite assemblage of the upper part of the Member 1 from the Aoxi Formation at Shizhu-Yaxi village, Tongren area, Guizhou Province, China and its significance","","journal article",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"7190","31987",2009,"Yeh","","A Middle Jurassic radiolarian fauna from South Fork Member of Snowshoe Formation, east-central Oregon","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
