reference_no,record_type,ref_type,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,publisher,pubcity,pubvol,pubno,firstpage,lastpage,publication_type,language,doi
10385,ref,occ,O. W. M.,Rauhut,,,,2001,"Herbivorous dinosaurs from the Late Jurassic (Kimmeridgian) of Guimarota, Portugal",Proceedings of the Geologists' Association,,NA,NA,112,,275,283,journal article,English,
10630,ref,occ,L. B. H.,Tarlo,,,,1963,A primitive whale from the London Clay of the Isle of Sheppey,Proceedings of the Geologists' Association,,NA,NA,74,3,319,323,journal article,English,
3826,ref,occ,T. D.,Ford,,,,1980,"The Ediacaran fossils for Charnwood Forest, Leicestershire",Proceedings of the Geologist's Association,,NA,NA,91,,81,83,journal article,English,
11186,ref,occ,P. E.,Negus,,,,1983,Distribution of the British Jurassic corals,Proceedings of the Geologists` Association,,NA,NA,94,3,251,257,journal article,English,
11832,ref,occ,M.,Simms,C.T.S.,Little,B. R. Rosen,2002,Corals not serpulids: mineralized colonial fossils in the Lower Jurassic marginal facies of South Wales,Proceedings of the Geologists` Association,,NA,NA,113,1,31,36,journal article,English,
10260,ref,occ,M. A.,Woods,,,,2002,"The macrofossil biostratigraphy of the Turonian and Coniacian (Upper Cretaceous, Chalk Group) of southeast Devon",Proceedings of the Geologists´Association,,NA,NA,113,4,333,344,journal article,English,
11806,ref,occ,H.,Yabe,T.,Sugiyama,,1942,"Younger Cenozoic Reef-corals from the Nabire Beds of Nabire, Dutch New Guinea",Proceedings of the Imperial Academy (Japan),,NA,NA,18,1,16,23,journal article,English,
11808,ref,occ,H.,Yabe,T.,Sugiyama,,1937,"On some reef-building Corals of a Raised Coral Reef of Mindanao, Philippine Islands",Proceedings of the Imperial Academy (Japan),,NA,NA,13,10,421,424,journal article,English,
4252,ref,occ,R. F.,Boneham,,,,1974,Chieftain No.20 Flora (Middle Pennsylvanian) of Vigo County Indiana,Proceedings of the Indiana Academy of Science,,NA,NA,84,,89,113,,English,
3498,ref,occ,S. A.,Volz,,,,1977,,Proceedings of the Indiana Academy of Sciences,,NA,NA,86,,,,journal article,English,
2896,ref,occ,R. S.,"Rhodes, II",H. A.,"Semken, Jr.",,1986,,Proceedings of the Iowa Academy of Sciences,,NA,NA,93,3,,,journal article,English,
7123,ref,occ,W. T.,Blows,,,,1982,"A preliminary account of a new specimen of <i>Polacanthus foxi</i> (Ankylosauria, Reptilia) from the Wealden of the Isle of Wight",Proceedings of the Isle of Wight Natural History and Archaeological Society,,NA,NA,1980 pt. 5,7,303,306,journal article,English,
