"reference_no","samp_country","aff_country"
61021,"UK","Luxembourg"
55260,"Tunisia","Tunisia"
57138,"France","UK"
57582,"China","France"
72636,"Sweden","Denmark"
57639,"Iran","Germany"
54886,"USA","Slovakia"
55359,"France","Switzerland"
55279,"Germany","Russia"
55279,"Russia","Russia"
56232,"Russia","Czech Republic"
56893,"Norway","Sweden"
56210,"Italy","Italy"
61699,"USA","USA"
55952,"Russia","Russia"
62086,"Myanmar (Burma)","Russia"
54700,"Russia","Russia"
56074,"Mali","USA"
55395,"Czechia","UK"
55395,"Estonia","UK"
55395,"Latvia","UK"
55395,"Lithuania","UK"
55395,"Poland","UK"
55395,"Russia","UK"
55395,"Sweden","UK"
55395,"UK","UK"
61992,"Russia","Canada"
54237,"China","Poland"
61594,"USA","USA"
73609,"Lebanon","Switzerland"
75127,"China","Switzerland"
62964,"Tajikistan","USA"
62964,"USA","USA"
58627,"Canada","Japan"
66753,"South Africa","USA"
58491,"Indonesia","Philippines"
54560,"New Zealand","New Zealand"
57674,"France","France"
54996,"Netherlands","Netherlands"
55450,"Kazakhstan","Germany"
56883,"Morocco","Germany"
56883,"Russia","Germany"
54812,"Czechia","USA"
56608,"Indonesia","Netherlands"
59538,"Czechia","Czech Republic"
54782,"Peru","France"
74807,"Belgium","UK"
61256,"USA","USA"
55292,"Russia","Latvia"
56982,"France","UK"
54894,"China","Australia"
54088,"China","Sweden"
55206,"Russia","Ukraine"
57469,"Poland","Germany"
62845,"Italy","Germany"
62375,"Croatia","Croatia"
56491,"USA","USA"
70791,"Morocco","Spain"
53772,"Germany","Germany"
53772,"Russia","Germany"
68762,"Chile","Chile"
66070,"USA","UK"
56285,"China","China"
56283,"China","China"
61422,"China","Kazakhstan"
70553,"USA","Italy"
55535,"Japan","UK"
54860,"Oman","UK"
57764,"Brazil","Argentina"
54781,"France","Spain"
54781,"Switzerland","Spain"
54781,"UK","Spain"
63000,"Greece","Germany"
54904,"China","China"
55835,"Russia","Israel"
55835,"Ukraine","Israel"
55116,"India","India"
54828,"Dominican Republic","Russia"
53231,"Dominican Republic","Russia"
56272,"Dominican Republic","Czech Republic"
57109,"Russia","Poland"
65443,"Iran","Iran"
55182,"Indonesia","UK"
55761,"Dominican Republic","Canada"
56898,"Greenland","UK"
60423,"Norway","Norway"
74868,"China","UK"
55522,"Italy","Italy"
73658,"Russia","Russia"
73658,"USA","Russia"
55304,"Zambia","South Africa"
74344,"Sweden","USA"
74347,"Sweden","Sweden"
74347,"USA","Sweden"
74347,"France","Sweden"
74347,"Australia","Sweden"
59951,"India","India"
73756,"Morocco","Austria"
60843,"France","France"
50353,"UK","France"
60353,"France","Germany"
60353,"Russia","Germany"
54907,"Australia","Australia"
67552,"Italy","Italy"
67507,"New Zealand","UK"
57884,"Canada","Australia"
74909,"Poland","Germany"
54971,"Bolivia","Bolivia"
57212,"China","China"
55451,"USA","Germany"
54021,"China","China"
56091,"Spain","Spain"
66453,"Argentina","USA"
63467,"USA","Switzerland"
57133,"Slovakia","Russia"
55259,"Myanmar (Burma)","Germany"
54287,"China","Russia"
54905,"China","Germany"
54803,"Myanmar (Burma)","Poland"
67156,"China","UK"
56648,"Mexico","France"
56457,"China","USA"
47105,"China","Canada"
69113,"China","USA"
55749,"China","USA"
67765,"Spain","USA"
63638,"China","China"
55955,"China","China"
55868,"China","Italy"
54879,"Russia","Germany"
72293,"Ukraine","Germany"
51158,"Spain","Italy"
70444,"Iran","Italy"
72313,"Mexico","Mexico"
55069,"Russia","USA"
70446,"Japan","UK"
57213,"Iran","Germany"
51439,"Canada","USA"
51439,"USA","USA"
66528,"Greece","Germany"
53660,"France","France"
50604,"Iran","Iran"
69838,"Sweden","Denmark"
55961,"China","Germany"
53253,"India","USA"
62723,"Italy","Australia"
73199,"Italy","Italy"
53872,"Ukraine","Ukraine"
53668,"France","France"
60321,"China","China"
52923,"Belgium","Italy"
64523,"Italy","Italy"
67967,"Spain","France"
53876,"Oman","Italy"
53486,"Argentina","South Africa"
73990,"Spain","USA"
53103,"Ukraine","Ukraine"
54627,"Russia","Ukraine"
55068,"Russia","Czech Republic"
57139,"France","UK"
57139,"Ukraine","UK"
75006,"Germany","Germany"
75006,"Portugal","Germany"
75006,"UK","Germany"
53006,"China","USA"
53006,"Myanmar (Burma)","USA"
53164,"France","USA"
51483,"China","Australia"
51789,"China","USA"
73775,"Morocco","Morocco"
73776,"Morocco","Spain"
61721,"Ecuador","Brazil"
62440,"Italy","Russia"
50611,"Italy","Spain"
52499,"Romania","Romania"
50852,"China","USA"
51826,"China","Germany"
64525,"Italy","USA"
53667,"France","Lebanon"
53059,"Chile","Chile"
59146,"Latvia","Russia"
55652,"Argentina","Argentina"
73949,"Spain","USA"
57643,"Italy","Spain"
66172,"Canada","Canada"
54956,"Spain","Germany"
62824,"Mongolia","Mongolia"
71644,"Argentina","Canada"
53366,"France","France"
53366,"Spain","France"
53366,"USA","France"
56209,"Hungary","Austria"
50597,"Luxembourg","Germany"
57142,"Iran","Iran"
52156,"China","Russia"
53816,"Denmark","Ukraine"
61517,"Spain","Germany"
51972,"UK","France"
52046,"USA","USA"
50624,"Russia","Germany"
53662,"France","France"
53669,"France","France"
60553,"Mongolia","Austria"
49974,"Madagascar","USA"
52741,"Ukraine","Ukraine"
50730,"Ethiopia","Portugal"
50730,"Jordan","Portugal"
72841,"Ireland","USA"
49701,"Morocco","Czech Republic"
55390,"Italy","Germany"
51383,"Azerbaijan","China"
51383,"Iran","China"
55250,"Spain","Mexico"
51249,"Kyrgyzstan","Sweden"
60358,"Iran","Germany"
50564,"Iran","Italy"
50266,"Morocco","Morocco"
49920,"Ukraine","Poland"
53556,"USA","Germany"
52681,"China","France"
73766,"UK","France"
73766,"France","France"
64344,"Libya","Switzerland"
52498,"Turkey","Romania"
53741,"USA","Canada"
51969,"Austria","Germany"
49976,"Australia","Australia"
56587,"Australia","Australia"
56587,"Estonia","Australia"
56587,"Russia","Australia"
72712,"Australia","Australia"
72712,"Estonia","Australia"
53860,"Italy","Italy"
53165,"New Zealand","Australia"
51898,"Ukraine","Ukraine"
50733,"Russia","Belgium"
54763,"Thailand","Germany"
51635,"Russia","UK"
54044,"Denmark","Netherlands"
54044,"Netherlands","Netherlands"
62968,"Moldova","Moldova"
50662,"Morocco","Japan"
74288,"Australia","Australia"
53152,"China","China"
50569,"China","UK"
53997,"Russia","Ukraine"
62813,"Mongolia","Mongolia"
56632,"Tunisia","Tunisia"
51121,"France","Germany"
51121,"Romania","Germany"
50623,"Spain","Portugal"
73950,"Canada","USA"
66890,"Italy","Germany"
59912,"Pakistan","Belgium"
70574,"Portugal","Portugal"
52946,"Dominican Republic","Mexico"
64533,"Italy","Spain"
50570,"Argentina","Argentina"
50570,"Brazil","Argentina"
56095,"China","China"
51234,"New Zealand","Chile"
53567,"Myanmar (Burma)","China"
51738,"Spain","Spain"
49732,"Hungary","Spain"
49618,"Portugal","Portugal"
50610,"Chile","Chile"
69923,"New Zealand","New Zealand"
52680,"France","USA"
50626,"France","France"
51309,"Russia","Russia"
53664,"France","USA"
53666,"France","USA"
58229,"Argentina","Argentina"
57214,"Italy","Germany"
52660,"France","France"
54490,"Myanmar (Burma)","Austria"
68148,"Argentina","Argentina"
50568,"France","France"
59734,"Lithuania","Estonia"
52377,"Russia","Ukraine"
52377,"Ukraine","Ukraine"
66475,"Algeria","Algeria"
54009,"Portugal","Germany"
67789,"UK","UK"
66202,"Italy","Germany"
54377,"Venezuela","France"
52005,"Mexico","USA"
52305,"Denmark","Denmark"
53824,"USA","UK"
52714,"Spain","UK"
50612,"Mexico","Canada"
53236,"Japan","Japan"
55307,"Antarctica","France"
55306,"Antarctica","South Africa"
53483,"USA","USA"
53891,"Chile","Chile"
54092,"Serbia","Austria"
52395,"China","China"
50861,"Taiwan","Taiwan"
55410,"Serbia","Serbia"
50301,"Uzbekistan","Russia"
49324,"Russia","Russia"
49913,"Russia","Russia"
49913,"USA","Russia"
49948,"China","Russia"
74090,"China","USA"
60526,"Mongolia","Mongolia"
55878,"Germany","Saudi Arabia"
55878,"Poland","Saudi Arabia"
51897,"Brazil","USA"
50878,"China","USA"
69112,"China","USA"
52503,"China","Russia"
53916,"China","Australia"
51126,"Hungary","South Africa"
59056,"Jordan","Mexico"
45763,"Argentina","South Africa"
50759,"Ukraine","France"
50764,"Lebanon","France"
55373,"Vietnam","France"
44248,"Ukraine","Ukraine"
49274,"Spain","Spain"
48602,"Brazil","USA"
48546,"Germany","France"
67604,"France","Moldova"
60673,"Switzerland","France"
57341,"Spain","Portugal"
46079,"USA","Spain"
49210,"France","France"
50016,"Russia","Russia"
49737,"USA","USA"
59250,"Spain","UK"
50012,"UK","UK"
69983,"Chile","Chile"
49557,"Romania","Romania"
48527,"Mexico","UK"
48618,"Russia","Ukraine"
47597,"Russia","Russia"
49683,"Canada","USA"
47243,"Argentina","Argentina"
51759,"Mexico","USA"
47271,"Spain","Argentina"
47338,"China","Japan"
49071,"France","Lebanon"
57053,"Belgium","Belgium"
57850,"Thailand","Thailand"
55231,"New Zealand","New Zealand"
73623,"Canada","USA"
65007,"Canada","Canada"
47497,"Argentina","USA"
73243,"Uruguay","USA"
46558,"Cook Islands","Australia"
46558,"French Polynesia","Australia"
73152,"Iran","Iran"
51999,"Germany","Germany"
51921,"Belgium","Belgium"
61326,"Bosnia & Herzegovina","Serbia"
74712,"France","Switzerland"
50272,"Spain","Mexico"
52287,"Italy","Serbia"
59014,"Spain","Spain"
49670,"UK","USA"
44648,"Dominican Republic","UK"
44648,"Russia","UK"
49811,"Egypt","Australia"
54136,"Saudi Arabia","Egypt"
48030,"Brazil","UK"
49519,"India","India"
49337,"Russia","Canada"
46860,"Iran","Iran"
48053,"France","France"
45735,"Australia","UK"
53773,"Germany","Germany"
47124,"Svalbard & Jan Mayen","UK"
50315,"Hungary","Spain"
72414,"Germany","UK"
72414,"UK","UK"
73514,"Japan","Japan"
73514,"Chile","Japan"
73514,"Mexico","Japan"
73514,"South Africa","Japan"
47984,"China","USA"
61767,"Turkey","Germany"
66482,"Morocco","France"
70598,"Italy","Austria"
70598,"USA","Austria"
50752,"Argentina","Brazil"
50752,"Brazil","Brazil"
48951,"Moldova","Moldova"
47121,"Svalbard & Jan Mayen","Norway"
48247,"Dominican Republic","India"
48247,"India","India"
73773,"France","France"
73757,"France","France"
73757,"USA","France"
73757,"UK","France"
45114,"Russia","Latvia"
74851,"Iran","Iran"
51400,"Poland","UK"
48535,"Iraq","France"
48535,"Turkey","France"
50343,"China","USA"
55459,"Russia","Russia"
46253,"Panama","USA"
62263,"USA","Argentina"
50760,"Ukraine","Russia"
50014,"Germany","Poland"
50014,"Russia","Poland"
51100,"Italy","France"
47948,"China","China"
49072,"Czechia","Germany"
49566,"Slovakia","Germany"
50717,"USA","USA"
50293,"China","Russia"
50293,"UK","Russia"
48054,"USA","Switzerland"
48700,"China","Australia"
56190,"Brazil","Paraguay"
51508,"Lebanon","Lebanon"
50015,"Turkey","France"
56900,"Madagascar","Poland"
58617,"South Africa","South Africa"
58618,"South Africa","South Africa"
48701,"Lebanon","France"
51506,"France","France"
50762,"Myanmar (Burma)","France"
66612,"Germany","USA"
50274,"Slovenia","Russia"
47332,"Lebanon","France"
51783,"Sweden","Sweden"
50765,"Lebanon","Lebanon"
50765,"Myanmar (Burma)","Lebanon"
72135,"Taiwan","Germany"
50529,"Spain","Spain"
52432,"Mexico","UK"
52456,"Austria","Germany"
52456,"China","Germany"
52456,"Germany","Germany"
52456,"Mexico","Germany"
62025,"Italy","Italy"
74867,"China","China"
48695,"Argentina","Russia"
48471,"France","Thailand"
61320,"Denmark","UK"
61320,"Germany","UK"
45184,"China","France"
49129,"China","Czech Republic"
57125,"China","USA"
72130,"Taiwan","China"
48603,"China","Russia"
48630,"Poland","Ukraine"
45436,"Brazil","Argentina"
49929,"USA","Argentina"
45182,"China","Russia"
50676,"Iran","Luxembourg"
46273,"Brazil","Argentina"
50537,"France","Italy"
50537,"Switzerland","Italy"
47267,"Morocco","Spain"
63584,"Brazil","Argentina"
48086,"Canada","Canada"
46706,"Dominican Republic","USA"
46706,"Mexico","USA"
46707,"Myanmar (Burma)","Germany"
57027,"China","China"
57047,"Belgium","France"
57047,"UK","France"
49328,"USA","Switzerland"
67679,"Bahamas","Bahamas"
67679,"Cayman Islands","Bahamas"
67679,"Cuba","Bahamas"
67679,"Jamaica","Bahamas"
50295,"Russia","France"
73974,"Belgium","USA"
51499,"Poland","Poland"
53301,"China","Kazakhstan"
48264,"India","India"
52630,"USA","Switzerland"
73175,"Argentina","Chile"
73175,"Chile","Chile"
46755,"Spain","Switzerland"
52047,"Portugal","Spain"
52048,"Portugal","Spain"
50678,"Argentina","Germany"
50679,"Iran","Luxembourg"
48556,"Dominican Republic","USA"
48629,"Ukraine","Russia"
67165,"Italy","Spain"
63905,"Chile","UK"
48842,"Dominican Republic","Russia"
72139,"Faroe Islands","Faroe Islands"
46760,"USA","USA"
48826,"China","China"
48826,"Mongolia","China"
48826,"Russia","China"
51486,"France","France"
74476,"Czechia","UK"
60272,"India","France"
65997,"Portugal","USA"
48693,"Poland","Russia"
48693,"Russia","Russia"
50874,"Brazil","USA"
73403,"Brazil","Brazil"
46839,"Madagascar","Madagascar"
51503,"Mexico","USA"
51927,"Poland","Poland"
54097,"Chile","Germany"
66826,"Austria","Spain"
63163,"Germany","Germany"
52118,"France","Netherlands"
52118,"Germany","Netherlands"
50532,"Romania","France"
47114,"Australia","Australia"
54764,"Iran","Iran"
61864,"Russia","Germany"
50227,"UK","Italy"
50978,"China","Russia"
53413,"Russia","France"
61973,"Russia","Germany"
74345,"Kazakhstan","UK"
74345,"USA","UK"
74345,"Australia","UK"
46400,"Uzbekistan","Russia"
47029,"USA","Argentina"
50802,"China","Italy"
49870,"Lebanon","Lebanon"
48827,"Japan","Japan"
48045,"Spain","Mexico"
57413,"Brazil","Brazil"
49844,"Taiwan","Taiwan"
48470,"Myanmar (Burma)","Myanmar"
58452,"Mongolia","Mongolia"
55074,"Hungary","Romania"
50988,"Kazakhstan","Kazakhstan"
48691,"Russia","Germany"
49131,"China","France"
57481,"New Zealand","New Zealand"
60848,"China","USA"
66824,"China","USA"
48725,"China","Australia"
47115,"China","China"
65022,"China","Canada"
47911,"China","USA"
47910,"China","Germany"
50228,"Greece","Italy"
50370,"Dominican Republic","Russia"
67876,"Czechia","Slovakia"
45130,"Russia","Latvia"
43153,"Brazil","Argentina"
44117,"Russia","Germany"
53409,"Spain","Russia"
45996,"Kazakhstan","USA"
44485,"Lebanon","Lebanon"
47251,"Mexico","Spain"
48256,"USA","USA"
45563,"Spain","Spain"
43940,"China","China"
41860,"Australia","France"
43305,"Morocco","Germany"
63993,"United Arab Emirates","Egypt"
50276,"Hungary","Hungary"
70616,"Morocco","Spain"
43266,"Morocco","Spain"
44696,"Afghanistan","Pakistan"
44696,"China","Pakistan"
44696,"India","Pakistan"
44696,"Pakistan","Pakistan"
44904,"India","Austria"
44904,"Oman","Austria"
44904,"USA","Austria"
45115,"Poland","Germany"
45115,"Russia","Germany"
45159,"Poland","France"
43965,"China","USA"
43472,"Brazil","Canada"
55631,"New Zealand","New Zealand"
41617,"Argentina","UK"
41617,"antarctica","UK"
41617,"Australia","UK"
41617,"Brazil","UK"
41617,"China","UK"
41617,"Ethiopia","UK"
41617,"France","UK"
41617,"Germany","UK"
41617,"India","UK"
41617,"Japan","UK"
41617,"Libya","UK"
41617,"Niger","UK"
41617,"Portugal","UK"
41617,"Russia","UK"
41617,"South Africa","UK"
41617,"South Korea","UK"
41617,"Spain","UK"
41617,"Syria","UK"
41617,"Tanzania","UK"
41617,"UK","UK"
41617,"USA","UK"
41617,"Zimbabwe","UK"
71436,"Greece","Greece"
52027,"Iran","Iran"
72948,"Argentina","Argentina"
46487,"Slovakia","Slovakia"
44109,"Thailand","France"
57904,"USA","Germany"
54564,"China","China"
40917,"Australia","Australia"
42480,"Spain","France"
51270,"Libya","USA"
41863,"China","Russia"
65670,"Slovakia","Germany"
74713,"France","Germany"
44428,"Paraguay","Paraguay"
47582,"Austria","Austria"
47582,"Czechia","Austria"
47582,"Slovakia","Austria"
72706,"China","UK"
74561,"Morocco","Germany"
43290,"Norway","Norway"
50306,"Russia","Germany"
51020,"Mexico","USA"
43557,"Austria","Austria"
46897,"Germany","UK"
46858,"Czechia","UK"
46858,"Germany","UK"
46858,"Spain","UK"
46908,"Spain","Spain"
46907,"Iran","Russia"
56871,"USA","UK"
48292,"Canada","Canada"
45396,"Ukraine","Ukraine"
58797,"Australia","Slovakia"
58797,"Austria","Slovakia"
59337,"Hungary","Slovakia"
59337,"Poland","Slovakia"
42485,"China","Russia"
42485,"Mongolia","Russia"
39106,"Germany","UK"
39106,"UK","UK"
57094,"China","Poland"
40804,"Spain","USA"
42910,"Germany","Germany"
43463,"Mexico","Mexico"
73517,"Greenland","Canada"
73517,"Canada","Canada"
44540,"Slovenia","Italy"
44341,"Spain","Spain"
65759,"Spain","France"
52087,"USA","USA"
58811,"France","Austria"
40526,"Argentina","Argentina"
73758,"France","UK"
73758,"UK","UK"
73759,"France","UK"
73759,"UK","UK"
50510,"Mongolia","Mongolia"
74696,"Canada","Netherlands"
74755,"Germany","USA"
44367,"China","USA"
55504,"Myanmar (Burma)","USA"
50304,"Ukraine","Ukraine"
50302,"Russia","France"
48882,"Estonia","Latvia"
48882,"Latvia","Latvia"
47174,"Slovakia","Czech Republic"
45930,"Poland","Germany"
45956,"Poland","Germany"
38095,"Belgium","Denmark"
38095,"Germany","Denmark"
38095,"Portugal","Denmark"
44232,"Germany","Austria"
46818,"France","Austria"
46818,"Germany","Austria"
46818,"Slovenia","Austria"
46818,"Uzbekistan","Austria"
63621,"Denmark","Denmark"
58565,"France","South Africa"
58565,"South Africa","South Africa"
58582,"South Africa","South Africa"
58584,"South Africa","South Africa"
44119,"France","France"
43285,"Norway","USA"
43286,"Norway","USA"
43288,"Norway","USA"
43289,"Norway","USA"
49462,"Japan","Japan"
48398,"Bulgaria","Bulgaria"
42948,"China","Slovenia"
42948,"Iran","Slovenia"
42948,"Slovenia","Slovenia"
44115,"France","France"
54391,"Morocco","France"
53094,"Estonia","Switzerland"
53094,"Norway","Switzerland"
53094,"Sweden","Switzerland"
74171,"Austria","Germany"
43126,"USA","Germany"
50223,"Italy","Germany"
59742,"Costa Rica","USA"
59742,"Dominican Republic","USA"
59742,"Venezuela","USA"
74468,"Poland","Italy"
44268,"China","Slovakia"
43261,"China","Belgium"
49667,"Madagascar","Belgium"
45107,"Ukraine","Ukraine"
44687,"Ukraine","Ukraine"
43343,"Argentina","Argentina"
63428,"Australia","Australia"
45398,"Angola","USA"
48276,"Spain","Spain"
74297,"Belgium","Belgium"
43332,"Austria","Austria"
46654,"Peru","Panama"
48291,"Tajikistan","Poland"
53956,"France","France"
44002,"China","France"
53926,"France","Norway"
55726,"Oman","Belgium"
42624,"Argentina","Germany"
64978,"Senegal","Senegal"
66030,"Bermuda","Bermuda"
44208,"India","India"
49411,"Hungary","Hungary"
49411,"Serbia","Hungary"
58873,"France","Austria"
47053,"India","USA"
42558,"Iran","Spain"
43697,"Libya","France"
42709,"China","China"
51088,"Mexico","USA"
46149,"Morocco","Sweden"
42210,"Germany","Germany"
48397,"Ukraine","Russia"
44218,"Czechia","USA"
42498,"Mexico","Germany"
53870,"USA","Ireland"
64948,"Spain","USA"
71300,"Spain","Netherlands"
43464,"Canada","Canada"
61605,"Denmark","France"
54592,"Iran","Iran"
43307,"Morocco","Spain"
44350,"Poland","Ukraine"
44350,"Russia","Ukraine"
67453,"France","Sweden"
60336,"Belgium","France"
54591,"China","Italy"
51065,"China","China"
62219,"Belgium","Mexico"
42375,"Japan","China"
44024,"Netherlands","USA"
49401,"China","China"
74910,"Czechia","Sweden"
54190,"Morocco","Japan"
67150,"China","USA"
48243,"Mongolia","Mongolia"
48038,"Mongolia","Mongolia"
46000,"Argentina","Argentina"
72652,"Argentina","Germany"
48687,"Russia","USA"
41745,"Kazakhstan","Russia"
44275,"Myanmar (Burma)","South Africa"
44275,"Russia","South Africa"
44832,"China","China"
59940,"USA","USA"
45015,"Namibia","Spain"
60853,"China","China"
42505,"China","UK"
54120,"Japan","South Korea"
41861,"China","Argentina"
51072,"China","New Zealand"
45231,"Egypt","Egypt"
47314,"Ukraine","Ukraine"
49417,"China","Canada"
50507,"China","Argentina"
45198,"Ukraine","Russia"
72873,"Ukraine","Ukraine"
44219,"Spain","Italy"
53499,"India","India"
70393,"Japan","Germany"
37709,"Russia","UK"
48762,"Russia","UK"
39540,"Lebanon","France"
73730,"France","Portugal"
43051,"Spain","France"
44259,"Spain","Hungary"
55674,"Portugal","Portugal"
55674,"Spain","Portugal"
39784,"Dominican Republic","USA"
59895,"Kazakhstan","Italy"
39025,"Switzerland","Switzerland"
66237,"Canada","Canada"
40304,"Germany","Germany"
63995,"Hungary","Hungary"
48405,"Germany","Austria"
66604,"Canada","UK"
47522,"Spain","Italy"
37397,"USA","USA"
73431,"Canada","USA"
52711,"Egypt","Egypt"
51267,"USA","USA"
66248,"USA","USA"
44079,"Colombia","USA"
36846,"China","Denmark"
45162,"Lebanon","Lebanon"
37440,"Italy","Italy"
39898,"Ukraine","Ukraine"
44628,"Denmark","Poland"
41309,"France","Norway"
53295,"Russia","France"
40768,"Russia","Bulgaria"
42706,"Canada","Canada"
48626,"Lebanon","Spain"
48625,"USA","Spain"
39809,"China","China"
39026,"France","France"
39026,"Lebanon","France"
46846,"Czechia","Czech Republic"
42449,"Iran","Iran"
46799,"Norway","Norway"
37502,"Mexico","Mexico"
37502,"USA","Mexico"
45394,"Ukraine","Ukraine"
45395,"Ukraine","Ukraine"
49629,"Russia","Russia"
40812,"Dominican Republic","USA"
37765,"Argentina","Spain"
35055,"France","France"
54387,"France","France"
65608,"Oman","Oman"
40987,"Belgium","Belgium"
40987,"Netherlands","Belgium"
73503,"Lebanon","USA"
73519,"Lebanon","USA"
59461,"Bolivia","Brazil"
59461,"Brazil","Brazil"
59461,"Egypt","Brazil"
59461,"Kenya","Brazil"
59461,"Pakistan","Brazil"
41549,"Morocco","Italy"
35979,"USA","Germany"
62342,"Iran","UK"
62439,"Iran","UK"
46851,"Peru","Peru"
38453,"Angola","Portugal"
73535,"Russia","Russia"
55680,"Slovakia","Slovakia"
51410,"Israel","France"
34049,"South Korea","Belgium"
52764,"Japan","UK"
49998,"Slovakia","Poland"
36517,"Japan","Germany"
61383,"Turkey","Italy"
43315,"Germany","Germany"
38549,"Antarctica","UK"
55469,"New Zealand","New Zealand"
39848,"Poland","UK"
39848,"UK","UK"
34689,"Argentina","Paraguay"
54516,"Poland","Czech Republic"
72881,"Denmark","Denmark"
35569,"Chile","Chile"
58564,"South Africa","South Africa"
58611,"South Africa","South Africa"
45477,"China","France"
54146,"South Africa","UK"
35622,"Netherlands","Netherlands"
34516,"Sweden","Sweden"
47876,"Austria","USA"
49477,"Burundi","Germany"
50213,"Germany","Netherlands"
50214,"Iran","Sweden"
50212,"Switzerland","Sweden"
50212,"Austria","Sweden"
50212,"Germany","Sweden"
43452,"Costa Rica","USA"
43452,"Dominican Republic","USA"
43452,"Ecuador","USA"
43452,"Mexico","USA"
43452,"Panama","USA"
43452,"Venezuela","USA"
45013,"France","Denmark"
42125,"Iran","Iran"
42240,"Iran","Iran"
52378,"China","France"
60977,"China","Italy"
66424,"USA","Canada"
38463,"China","China"
47815,"USA","Russia"
70038,"Mexico","Mexico"
44688,"Ukraine","Ukraine"
55229,"New Zealand","New Zealand"
46556,"Austria","Austria"
35572,"Angola","USA"
54760,"Australia","Australia"
66543,"Slovakia","Slovakia"
61077,"Japan","USA"
61565,"UK","Pakistan"
56902,"Iran","Germany"
61578,"Greece","Greece"
35564,"Brazil","Argentina"
60500,"UK","Netherlands"
5822,"China","China"
35563,"Kenya","Kenya"
35977,"Spain","USA"
35978,"Spain","USA"
52615,"Egypt","Germany"
42557,"Argentina","Germany"
45017,"China","China"
36632,"USA","Germany"
45526,"Peru","France"
62736,"Italy","Italy"
48018,"Ukraine","Russia"
51067,"Russia","USA"
39029,"Dominican Republic","Austria"
71530,"Poland","Poland"
71530,"Ukraine","Poland"
39997,"Russia","Poland"
62425,"Iran","Iran"
37789,"Iran","Germany"
36837,"South Africa","UK"
47181,"Argentina","Sweden"
60098,"France","USA"
36952,"Mexico","Germany"
42526,"Mexico","USA"
35947,"Morocco","USA"
39115,"Vietnam","Vietnam"
52122,"Ukraine","Ukraine"
35892,"China","USA"
48126,"Hungary","Hungary"
67370,"Iran","Iran"
37890,"China","France"
36768,"China","Canada"
35883,"Pakistan","Australia"
38907,"Slovenia","Germany"
60318,"China","China"
57299,"Brazil","South Africa"
73270,"Argentina","USA"
64428,"Paraguay","Argentina"
36848,"Brazil","Czech Republic"
44512,"USA","Canada"
44515,"Canada","Brazil"
44515,"USA","Brazil"
46280,"Lebanon","Lebanon"
38467,"France","Austria"
58468,"Mongolia","Mongolia"
58463,"Myanmar (Burma)","Myanmar"
73213,"Uruguay","Argentina"
38325,"Turkey","Turkey"
44277,"South Africa","Russia"
51931,"Belgium","Germany"
63204,"Morocco","Germany"
43638,"Peru","USA"
43640,"Peru","Chile"
43165,"Morocco","Mexico"
37159,"Mexico","USA"
36638,"Australia","Sweden"
35692,"Oman","Switzerland"
35709,"Turkey","Switzerland"
48125,"Mexico","Russia"
60066,"China","USA"
46741,"Mongolia","Mongolia"
35624,"USA","Estonia"
46694,"China","USA"
69320,"Pakistan","Japan"
46951,"Iran","Netherlands"
50322,"China","Argentina"
35658,"China","Germany"
67883,"Czechia","USA"
71567,"Greece","Italy"
32702,"Australia","Australia"
32702,"New Zealand","Australia"
65889,"New Caledonia","New Zealand"
43156,"Germany","Argentina"
42926,"Australia","USA"
36405,"Russia","China"
45140,"Russia","China"
39800,"Germany","Germany"
37654,"antarctica","New Zealand"
64949,"South Africa","South Africa"
32192,"Spain","France"
32811,"UK","France"
39417,"Uzbekistan","USA"
39645,"Mexico","France"
39646,"Lebanon","USA"
39657,"Lebanon","France"
39658,"Lebanon","France"
39678,"Poland","France"
40221,"USA","France"
48321,"Lebanon","France"
40789,"USA","USA"
39534,"China","USA"
60723,"China","USA"
33335,"India","USA"
32704,"India","USA"
62658,"Italy","Italy"
38205,"Australia","Australia"
45876,"Australia","Sweden"
34064,"Egypt","USA"
34210,"China","China"
62747,"USA","USA"
40580,"France","France"
61584,"UK","UK"
69500,"ODP Site","India"
37592,"Peru","Belgium"
40653,"France","Sweden"
34344,"Canada","Czech Republic"
33148,"Brazil","Brazil"
35593,"Brazil","Brazil"
35477,"South Africa","Spain"
46062,"USA","Canada"
33246,"Netherlands","Belgium"
44081,"USA","USA"
55728,"France","Netherlands"
35573,"China","USA"
65388,"USA","Poland"
67853,"Spain","Italy"
62206,"Italy","USA"
55627,"New Zealand","New Zealand"
50540,"UK","Japan"
46660,"Argentina","Germany"
34038,"United Arab Emirates","USA"
34823,"China","Russia"
65418,"Mali","Australia"
38862,"Colombia","Chile"
33840,"China","China"
33843,"China","China"
33843,"Italy","China"
33843,"Turkey","China"
36595,"Serbia","Serbia"
37255,"Romania","Belgium"
57593,"China","China"
71558,"Italy","France"
48155,"Morocco","France"
51338,"USA","Belgium"
66738,"Portugal","Switzerland"
32622,"Oman","Turkey"
32622,"Turkey","Turkey"
32622,"USA","Turkey"
35849,"China","China"
39358,"Canada","Spain"
39358,"Spain","Spain"
42448,"Iran","Iran"
46785,"Spain","Spain"
37220,"China","China"
34024,"Argentina","Brazil"
60502,"UK","France"
38788,"Spain","France"
45304,"France","France"
54108,"Germany","Germany"
41046,"Switzerland","Switzerland"
34607,"Mexico","Mexico"
73520,"Japan","Japan"
