"reference_no","samp_country","aff_country"
73521,"Japan","Japan"
67963,"Spain","Spain"
46432,"China","Canada"
45577,"Egypt","Switzerland"
67761,"Germany","Sweden"
40670,"Germany","France"
45981,"Luxembourg","Luxembourg"
33526,"USA","USA"
45458,"Dominican Republic","USA"
35538,"China","Japan"
51743,"Poland","Russia"
52753,"UK","UK"
54419,"Slovenia","Italy"
35464,"Egypt","USA"
35436,"Brazil","Argentina"
35436,"Venezuela","Argentina"
35438,"Brazil","Argentina"
35440,"Brazil","Argentina"
35109,"China","France"
48662,"China","France"
49932,"Hungary","Hungary"
49996,"Hungary","Hungary"
72950,"Poland","Poland"
33889,"Libya","Libya"
33019,"Romania","Romania"
41042,"Netherlands","Spain"
33144,"USA","France"
50080,"Spain","USA"
33028,"China","USA"
67052,"Pakistan","USA"
32508,"Japan","Japan"
32962,"Oman","Poland"
58428,"Italy","Poland"
54773,"Denmark","Denmark"
35580,"Australia","Australia"
33006,"Australia","Australia"
47904,"Saudi Arabia","Australia"
33007,"Australia","Australia"
52947,"Iran","UK"
65026,"USA","Japan"
70412,"Colombia","New Zealand"
70412,"France","New Zealand"
70412,"Ukraine","New Zealand"
70412,"USA","New Zealand"
35603,"Germany","Germany"
36717,"France","France"
40662,"France","Czech Republic"
43346,"USA","USA"
66288,"UK","UK"
58600,"Pakistan","UK"
58600,"South Africa","UK"
58600,"USA","UK"
48007,"Poland","Germany"
34078,"USA","USA"
36835,"Botswana","South Africa"
36630,"Croatia","UAE"
58673,"Serbia","Serbia"
38067,"Madagascar","Madagascar"
50201,"Italy","Netherlands"
50211,"Germany","Netherlands"
39710,"China","Japan"
32931,"Madagascar","Australia"
32590,"China","Brazil"
34536,"China","Japan"
37776,"Argentina","Argentina"
33973,"USA","USA"
70319,"Canada","USA"
36423,"Brazil","Portugal"
36423,"Colombia","Portugal"
36423,"Costa Rica","Portugal"
36423,"Dominican Republic","Portugal"
36423,"Ecuador","Portugal"
36423,"Grenada","Portugal"
36423,"Haiti","Portugal"
36423,"Mexico","Portugal"
36423,"Panama","Portugal"
36423,"Trinidad & Tobago","Portugal"
36423,"USA","Portugal"
36423,"Venezuela","Portugal"
43046,"Mexico","Mexico"
44618,"Denmark","Russia"
44618,"Dominican Republic","Russia"
44618,"Germany","Russia"
44618,"Poland","Russia"
44618,"Russia","Russia"
44618,"Ukraine","Russia"
60846,"France","Japan"
36372,"Libya","Switzerland"
50393,"China","UK"
57127,"China","USA"
56137,"China","France"
35665,"USA","Netherlands"
35754,"USA","USA"
52339,"China","Pakistan"
33417,"Mexico","Mexico"
48116,"Dominican Republic","USA"
38831,"Belgium","Germany"
74268,"Italy","Netherlands"
74268,"France","Netherlands"
74268,"Indonesia","Netherlands"
74268,"Cyprus","Netherlands"
74268,"Greece","Netherlands"
74268,"Malta","Netherlands"
74268,"Japan","Netherlands"
44689,"Ukraine","Ukraine"
35395,"Panama","Panama"
46621,"Australia","UK"
57834,"Antarctica","Argentina"
62382,"Morocco","UK"
32543,"India","USA"
40591,"Poland","Poland"
44312,"Portugal","Spain"
46408,"Thailand","Thailand"
38324,"Brazil","Argentina"
47928,"Switzerland","Italy"
35233,"Bulgaria","Ireland"
50329,"Portugal","Denmark"
33269,"Portugal","Denmark"
33974,"Chile","Chile"
40313,"Belgium","Belgium"
35315,"UK","UK"
35429,"Indonesia","Indonesia"
67386,"New Caledonia","New Caledonia"
57130,"China","China"
71626,"Chile","Chile"
51339,"USA","USA"
46044,"China","China"
56130,"China","China"
34249,"India","USA"
39732,"Mongolia","Russia"
39732,"Russia","Russia"
40901,"Spain","Russia"
72616,"Australia","Australia"
32660,"Hungary","Germany"
42915,"Morocco","Mexico"
60325,"Uzbekistan","Uzbekistan"
39647,"Spain","France"
39644,"Myanmar (Burma)","USA"
39644,"Spain","USA"
39651,"Spain","France"
48003,"Spain","Poland"
39089,"China","Russia"
38040,"Panama","Panama"
38040,"USA","Panama"
39308,"Myanmar (Burma)","Germany"
37606,"Angola","Netherlands"
44597,"China","Russia"
42487,"China","Russia"
60360,"Antarctica","UK"
67542,"Bolivia","Argentina"
54096,"Antarctica","Chile"
54096,"Chile","Chile"
34044,"Egypt","USA"
55067,"Mongolia","Mongolia"
47395,"Dominican Republic","UK"
48598,"Ethiopia","France"
58884,"Greenland","USA"
32095,"USA","USA"
52771,"Czechia","Czech Republic"
57478,"New Zealand","Australia"
59477,"Egypt","UK"
47412,"Russia","UK"
34571,"Oman","Oman"
35819,"Vietnam","Vietnam"
52488,"Austria","Hungary"
53477,"Poland","USA"
53477,"Russia","USA"
53477,"Ukraine","USA"
43993,"USA","USA"
50328,"Belgium","Bulgaria"
50328,"UK","Bulgaria"
58585,"Czechia","Germany"
33045,"India","Germany"
65487,"China","USA"
50210,"Switzerland","Italy"
44038,"Mongolia","Mongolia"
55064,"Mongolia","Mongolia"
58880,"France","France"
52486,"Austria","Austria"
38712,"Hungary","Romania"
57475,"New Zealand","Australia"
37306,"South Africa","Germany"
47296,"China","China"
41730,"China","China"
43037,"Australia","USA"
61065,"Australia","USA"
38310,"USA","Canada"
73622,"Canada","Canada"
33316,"Egypt","Egypt"
34608,"Iran","Iran"
42913,"Colombia","USA"
42913,"Mexico","USA"
42913,"USA","USA"
31600,"Australia","Sweden"
35687,"Tunisia","Tunisia"
35690,"China","Tunisia"
35690,"Tunisia","Tunisia"
33938,"China","Slovakia"
46358,"France","Spain"
34511,"China","Brazil"
34794,"China","USA"
44862,"Germany","Germany"
73728,"China","Germany"
55060,"Mongolia","Mongolia"
55298,"Mongolia","Mongolia"
40598,"USA","USA"
32198,"India","India"
57476,"New Zealand","New Zealand"
69795,"China","Australia"
34473,"China","Belgium"
36152,"China","China"
36118,"China","USA"
34793,"China","Russia"
40633,"China","Denmark"
58899,"Romania","Romania"
65110,"Spain","UK"
55926,"China","Australia"
37491,"China","Canada"
37504,"China","Canada"
33959,"China","Japan"
38036,"Spain","Portugal"
64964,"El Salvador","Costa Rica"
30676,"Mexico","USA"
43008,"Brazil","Brazil"
30939,"Thailand","France"
38431,"Russia","Russia"
38431,"USA","Russia"
35071,"Spain","Germany"
35072,"South Africa","South Africa"
39196,"USA","Spain"
59387,"Belgium","Belgium"
39365,"France","France"
48320,"Colombia","France"
48322,"Lebanon","France"
36660,"Spain","Spain"
30236,"India","USA"
30579,"India","USA"
32747,"Australia","Australia"
40043,"France","Germany"
40043,"Germany","Germany"
49059,"Argentina","UK"
52165,"Italy","Spain"
49095,"Egypt","Egypt"
63994,"Germany","Germany"
38012,"Poland","UK"
38014,"Poland","Russia"
31204,"Morocco","Spain"
70178,"Argentina","Switzerland"
49984,"Mexico","Mexico"
30266,"Germany","USA"
30930,"Thailand","Thailand"
30234,"Australia","New Zealand"
62632,"Chile","Switzerland"
30931,"Thailand","Thailand"
51117,"China","Russia"
29962,"China","Australia"
39112,"China","China"
74717,"Slovakia","Botswana"
67209,"Belgium","France"
34337,"Anguilla","USA"
34337,"Dominican Republic","USA"
34337,"Netherlands","USA"
58313,"Jamaica","Netherlands"
55227,"New Zealand","New Zealand"
38352,"UK","France"
30720,"Bolivia","Bolivia"
33286,"Dominican Republic","USA"
34125,"Brazil","Uruguay"
41120,"Slovenia","Italy"
41120,"Spain","Italy"
46599,"Belgium","Belgium"
46599,"France","Belgium"
34124,"Brazil","UK"
44599,"Denmark","Germany"
44599,"Germany","Germany"
44599,"Poland","Germany"
44599,"Russia","Germany"
44599,"Ukraine","Germany"
44624,"Germany","Poland"
44624,"Russia","Poland"
61583,"UK","UK"
52789,"Germany","Bulgaria"
51019,"France","Italy"
58008,"Mongolia","Mongolia"
30845,"Turkey","Turkey"
47599,"Algeria","France"
34855,"USA","Russia"
39843,"Myanmar (Burma)","Spain"
31412,"Iran","Iran"
31404,"Spain","Spain"
35304,"Poland","Poland"
70005,"Argentina","Canada"
70005,"Uruguay","Canada"
52106,"Brazil","UK"
30084,"Mexico","Mexico"
30084,"Venezuela","Mexico"
31913,"USA","Japan"
47555,"Spain","USA"
29986,"Germany","Switzerland"
38782,"Portugal","Denmark"
73576,"Lebanon","Italy"
30832,"Mexico","Jamaica"
64717,"France","Morocco"
49154,"Argentina","Argentina"
41544,"Spain","Spain"
41545,"Spain","Spain"
41546,"Spain","Spain"
41556,"Spain","Spain"
48533,"Spain","Portugal"
69883,"Brazil","Brazil"
69301,"Greece","Greece"
29131,"Pakistan","Pakistan"
40232,"Dominican Republic","Czech Republic"
40232,"Russia","Czech Republic"
42837,"Argentina","Brazil"
42837,"Brazil","Brazil"
38836,"Colombia","Germany"
45076,"Morocco","Tanzania"
45076,"Tanzania","Tanzania"
48656,"Lebanon","Spain"
48656,"Myanmar (Burma)","Spain"
48656,"Spain","Spain"
37487,"Peru","Brazil"
34045,"Poland","UK"
42391,"Germany","Germany"
42391,"Poland","Germany"
39971,"Russia","Netherlands"
40608,"Russia","Netherlands"
35416,"Colombia","USA"
39878,"Russia","Canada"
48712,"Russia","Russia"
72021,"Austria","Austria"
30441,"Brazil","Germany"
30441,"Chile","Germany"
35434,"Brazil","Argentina"
48698,"China","France"
34415,"Mongolia","Mongolia"
47816,"USA","USA"
74789,"Uzbekistan","UK"
74789,"Tajikistan","UK"
33321,"USA","Australia"
67653,"USA","Canada"
40295,"Russia","Germany"
29291,"Venezuela","Switzerland"
44082,"USA","USA"
40703,"France","Poland"
54007,"Denmark","Denmark"
72387,"Maldives","Australia"
58562,"Mozambique","South Africa"
58562,"South Africa","South Africa"
58563,"South Africa","South Africa"
30296,"France","Poland"
40657,"France","France"
40853,"Lebanon","Lebanon"
30896,"UK","China"
32458,"Austria","Switzerland"
32458,"Turkey","Switzerland"
30173,"USA","Germany"
50200,"Italy","UK"
30777,"Mongolia","Japan"
37653,"Germany","Argentina"
48696,"France","Brazil"
48696,"Jordan","Brazil"
59532,"Romania","Austria"
30934,"Thailand","Denmark"
31997,"Laos","Thailand"
31997,"Thailand","Thailand"
31778,"Turkey","Italy"
42243,"Iran","Iran"
37799,"China","Slovakia"
34948,"China","Czech Republic"
32037,"Canada","Canada"
32037,"Thailand","Canada"
51747,"Kazakhstan","Poland"
51747,"Mongolia","Poland"
51747,"Russia","Poland"
72033,"Libya","Netherlands"
58908,"Russia","UK"
59705,"Pakistan","France"
46595,"Madagascar","France"
46701,"Svalbard & Jan Mayen","Norway"
57436,"Germany","Brazil"
34874,"China","Russia"
36851,"USA","Canada"
45486,"Russia","Ukraine"
45486,"Ukraine","Ukraine"
45489,"Russia","Germany"
62028,"Portugal","Spain"
57220,"China","USA"
39896,"USA","Italy"
54653,"Argentina","Brazil"
29300,"Portugal","UK"
38958,"Canada","USA"
57089,"China","China"
64025,"Brazil","Brazil"
62582,"Germany","USA"
62582,"Poland","USA"
33853,"Japan","Japan"
37558,"France","France"
31790,"Svalbard & Jan Mayen","Poland"
35137,"Canada","Brazil"
35137,"France","Brazil"
35137,"Russia","Brazil"
35137,"Spain","Brazil"
35137,"UK","Brazil"
38288,"China","Germany"
38288,"Kazakhstan","Germany"
38288,"Mongolia","Germany"
38288,"Russia","Germany"
40105,"China","China"
43163,"USA","Mexico"
48710,"Germany","USA"
40136,"Spain","USA"
46700,"Germany","Germany"
55587,"Spain","Portugal"
31392,"India","Germany"
57780,"Thailand","Thailand"
36858,"China","USA"
36858,"India","USA"
41902,"China","USA"
41908,"China","USA"
63600,"Iran","Iran"
39369,"France","France"
46523,"Romania","Romania"
54827,"Myanmar (Burma)","USA"
61975,"Dominican Republic","USA"
39563,"Myanmar (Burma)","USA"
54732,"Myanmar (Burma)","USA"
43239,"Dominican Republic","USA"
38082,"Mongolia","USA"
37463,"Iran","Iran"
48713,"Russia","Poland"
42311,"USA","USA"
45265,"Uruguay","Uruguay"
33404,"China","China"
73578,"Peru","Peru"
67756,"Spain","Spain"
38939,"Botswana","South Africa"
34131,"Brazil","Brazil"
32083,"USA","USA"
69333,"Venezuela","Argentina"
34097,"Mexico","Germany"
31235,"Austria","USA"
31235,"Timor-Leste","USA"
31235,"Turkey","USA"
59953,"India","India"
32505,"Argentina","USA"
59580,"Egypt","USA"
46916,"Germany","Czech Republic"
46916,"Greenland","Czech Republic"
46916,"Russia","Czech Republic"
63470,"Germany","Austria"
46172,"Morocco","France"
30006,"Romania","Romania"
63294,"Canada","Croatia"
43570,"Canada","UK"
47404,"South Africa","UK"
49574,"Italy","UK"
30841,"USA","USA"
48163,"Iran","Germany"
46480,"Taiwan","Canada"
52532,"France","UK"
30271,"Russia","Poland"
30272,"China","Poland"
38008,"Poland","Poland"
58080,"Peru","Peru"
73404,"Peru","Peru"
50341,"Belgium","Belgium"
50341,"Czechia","Belgium"
50341,"Germany","Belgium"
50341,"Netherlands","Belgium"
50341,"UK","Belgium"
45989,"China","Germany"
42871,"Morocco","Morocco"
29888,"China","USA"
30935,"Thailand","Thailand"
53354,"Argentina","Australia"
57758,"Argentina","Argentina"
32532,"India","India"
50499,"UK","Germany"
35548,"USA","Switzerland"
30932,"Thailand","Thailand"
30933,"Thailand","Thailand"
56070,"Australia","Sweden"
40986,"Belgium","Spain"
70174,"Netherlands","Spain"
74805,"Germany","Germany"
40830,"Canada","Canada"
43161,"Iran","Mexico"
43162,"Mexico","USA"
30005,"Austria","Hungary"
61260,"Germany","Germany"
37804,"China","Russia"
39566,"France","Russia"
61228,"Italy","USA"
52354,"USA","China"
31153,"China","Brazil"
34960,"China","Poland"
34969,"China","Poland"
57169,"China","USA"
69803,"China","Denmark"
42983,"Greece","Russia"
30160,"Oman","Italy"
33910,"Canada","Canada"
43409,"Tanzania","South Africa"
41097,"Ethiopia","USA"
33173,"India","USA"
30848,"Germany","Czech Republic"
29991,"USA","USA"
63304,"USA","USA"
57468,"New Zealand","New Zealand"
48983,"Austria","China"
33411,"China","USA"
34592,"China","USA"
60850,"China","USA"
60852,"China","USA"
35452,"China","USA"
69824,"China","China"
72584,"New Zealand","New Zealand"
49947,"Spain","Spain"
66268,"Bolivia","Bolivia"
37162,"Argentina","Switzerland"
35772,"Venezuela","Brazil"
43724,"Brazil","Brazil"
39804,"Mexico","Mexico"
59058,"Jordan","Jordan"
37093,"Brazil","UK"
30162,"Svalbard & Jan Mayen","South Korea"
44047,"UK","France"
60700,"Turkey","Turkey"
46193,"UK","Ireland"
53411,"Spain","Russia"
37715,"Russia","UK"
26886,"Kyrgyzstan","Germany"
37314,"South Africa","USA"
39360,"Russia","USA"
39981,"France","France"
27910,"India","USA"
72717,"Russia","USA"
29068,"Germany","Germany"
29556,"Mexico","USA"
43931,"Venezuela","Argentina"
72336,"Costa Rica","Nicaragua"
72336,"Nicaragua","Nicaragua"
30059,"Italy","Switzerland"
30095,"China","China"
34893,"France","USA"
52691,"Hungary","Hungary"
44273,"Mexico","Switzerland"
74374,"Morocco","Morocco"
32448,"China","Switzerland"
32448,"Greece","Switzerland"
45155,"Botswana","Russia"
28122,"China","Thailand"
35700,"Thailand","Thailand"
31261,"Madagascar","Madagascar"
64032,"Colombia","Colombia"
37106,"Venezuela","Argentina"
37107,"Venezuela","Argentina"
69924,"Venezuela","Argentina"
27961,"China","UK"
30085,"South Africa","South Africa"
30474,"Greenland","Sweden"
28854,"Venezuela","Venezuela"
29346,"China","Italy"
29346,"Italy","Italy"
33460,"Italy","Switzerland"
30007,"Argentina","Argentina"
30537,"Thailand","Thailand"
39673,"USA","Poland"
41244,"Brazil","France"
41244,"Spain","France"
37721,"Germany","Germany"
35540,"China","China"
29311,"Canada","USA"
30502,"UK","Denmark"
49674,"Austria","Poland"
27148,"Germany","Germany"
47368,"Mexico","UK"
74756,"Germany","Netherlands"
39700,"Belgium","Netherlands"
39949,"China","China"
39092,"China","China"
40731,"Russia","Spain"
48964,"Denmark","Germany"
35788,"Iran","Iran"
46570,"Spain","Netherlands"
26888,"Japan","Japan"
26523,"Madagascar","USA"
26845,"UK","Netherlands"
59090,"Austria","Hungary"
38360,"Brazil","France"
38360,"China","France"
38360,"Spain","France"
38360,"UK","France"
63546,"Poland","USA"
41040,"Netherlands","Spain"
41040,"Spain","Spain"
27022,"Canada","USA"
74459,"Chile","USA"
29114,"China","China"
64062,"Venezuela","Switzerland"
46824,"Chile","Chile"
30498,"Spain","Spain"
26542,"China","China"
40244,"Poland","Germany"
57437,"Italy","France"
39851,"Dominican Republic","France"
39236,"Ukraine","Ukraine"
45397,"Spain","Spain"
29569,"Pakistan","Pakistan"
72733,"Peru","Argentina"
73153,"Brazil","Argentina"
39968,"Russia","Germany"
30494,"Iran","Iran"
61237,"Russia","Estonia"
70154,"Greece","Greece"
28120,"Canada","USA"
37222,"Mali","South Africa"
55313,"Australia","South Korea"
33542,"Japan","Japan"
73034,"Svalbard & Jan Mayen","Norway"
40097,"China","France"
40067,"China","France"
40099,"China","France"
42976,"Mongolia","Poland"
52939,"Svalbard & Jan Mayen","Norway"
48400,"Bulgaria","Poland"
73417,"Poland","Poland"
55890,"Portugal","Malta"
40643,"UK","Lebanon"
48445,"Lebanon","Canada"
57786,"Denmark","Canada"
57786,"Russia","Canada"
32842,"Indonesia","Indonesia"
40276,"Russia","Belgium"
37516,"Saudi Arabia","Saudi Arabia"
36076,"Colombia","South Africa"
36076,"France","South Africa"
36076,"Peru","South Africa"
36076,"South Africa","South Africa"
36076,"Venezuela","South Africa"
36252,"Belgium","Netherlands"
58536,"Madagascar","South Africa"
58537,"South Africa","South Africa"
37609,"Japan","USA"
35894,"Lebanon","Lebanon"
45476,"Russia","Hungary"
62250,"South Africa","Spain"
48089,"Morocco","Germany"
74338,"Russia","Germany"
36750,"Turkey","Turkey"
46243,"Japan","Austria"
32359,"Belgium","Netherlands"
32359,"Netherlands","Netherlands"
39293,"Lebanon","Lebanon"
31773,"USA","Austria"
38597,"Australia","Austria"
38597,"Germany","Austria"
38597,"USA","Austria"
29327,"USA","Germany"
28298,"Spain","Spain"
49021,"Portugal","Poland"
38599,"Iran","Spain"
39490,"Spain","Spain"
42648,"Russia","Russia"
42648,"Ukraine","Russia"
50177,"Italy","Netherlands"
50199,"Germany","Netherlands"
39712,"Japan","Japan"
29244,"Mexico","Spain"
29244,"Serbia","Spain"
29244,"Spain","Spain"
31226,"China","UK"
28521,"China","Canada"
45128,"Argentina","Argentina"
40705,"France","Lebanon"
29908,"Slovakia","Slovakia"
29916,"Dominican Republic","Netherlands"
45468,"Canada","Canada"
42569,"Thailand","Thailand"
41210,"Germany","UK"
60367,"France","Canada"
42127,"Iran","Iran"
45837,"Italy","USA"
28435,"Canada","Hungary"
65061,"Chad","USA"
65061,"Ethiopia","USA"
37921,"China","Japan"
12164,"Nicaragua","Nicaragua"
30408,"Germany","Germany"
33332,"U.S. Virgin Islands","Canada"
28813,"China","China"
46699,"China","China"
30928,"Portugal","Spain"
30598,"Norway","Norway"
39290,"Argentina","Argentina"
27958,"USA","USA"
51951,"Iran","Germany"
38780,"Brazil","Brazil"
57517,"Namibia","France"
40793,"Kazakhstan","Russia"
38871,"Canada","Canada"
33623,"Japan","USA"
37587,"Canada","Germany"
38251,"France","Germany"
39620,"China","China"
29934,"Chile","Chile"
32175,"Argentina","Brazil"
43159,"USA","Mexico"
32472,"Austria","Austria"
66060,"Puerto Rico","Puerto Rico"
66061,"Cuba","Cuba"
66346,"Cuba","Cuba"
30927,"Spain","USA"
48386,"Spain","Russia"
32375,"Chile","Germany"
46807,"Portugal","Portugal"
62911,"Australia","Spain"
39677,"Spain","Poland"
39245,"Ukraine","Russia"
39374,"France","France"
47989,"France","France"
47755,"Namibia","Spain"
30227,"Portugal","Greece"
39315,"Myanmar (Burma)","Russia"
55003,"UK","Germany"
37529,"Iran","Iran"
39875,"Poland","Poland"
52781,"Grenada","Netherlands"
43512,"Russia","Russia"
35602,"India","Belgium"
26477,"India","France"
38246,"China","USA"
39695,"China","USA"
40595,"China","France"
46508,"Venezuela","Venezuela"
40810,"Dominican Republic","USA"
31501,"Venezuela","USA"
32855,"Chile","Spain"
42848,"Canada","USA"
42850,"Canada","USA"
62475,"China","Canada"
62475,"Sweden","Canada"
29307,"Chile","Argentina"
43397,"Venezuela","Venezuela"
27836,"Brazil","Brazil"
49451,"Argentina","USA"
42395,"Canada","Canada"
44048,"UK","UK"
74472,"Oman","UAE"
69676,"Costa Rica","Costa Rica"
37313,"Mexico","Mexico"
35655,"Angola","USA"
51935,"Oman","USA"
26356,"Puerto Rico","Puerto Rico"
47403,"China","China"
29112,"Thailand","UK"
34019,"Iran","Iran"
27280,"Niger","UK"
28885,"China","Denmark"
43123,"Bolivia","Bolivia"
52120,"Austria","Austria"
32733,"Australia","Australia"
35861,"El Salvador","El Salvador"
34085,"India","USA"
31448,"Sweden","Germany"
47061,"France","France"
